entry_id,period,doc_ref,source,memo,account_id,debit,credit
JE-2024-03-10,2024-03,2024-03-manual,manual,Operating lease (ASC 842),2200,0.00,12000.00
JE-2024-03-11,2024-03,2024-03-manual,manual,Capital expenditures,1500,15430.00,0.00
JE-2024-03-11,2024-03,2024-03-manual,manual,Capital expenditures,1000,0.00,15430.00
JE-2024-03-12,2024-03,2024-03-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,5555.37,0.00
JE-2024-03-12,2024-03,2024-03-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,5555.37
JE-2024-03-13,2024-03,2024-03-manual,manual,Interest income,1000,21994.40,0.00
JE-2024-03-13,2024-03,2024-03-manual,manual,Interest income,7000,0.00,21994.40
JE-2024-04-00,2024-04,2024-04-invoice,invoice,Subscription revenue recognized,2100,418683.33,0.00
JE-2024-04-00,2024-04,2024-04-invoice,invoice,Subscription revenue recognized,4000,0.00,418683.33
JE-2024-04-01,2024-04,2024-04-invoice,invoice,Subscription billed (annual upfront),1100,574875.00,0.00
JE-2024-04-01,2024-04,2024-04-invoice,invoice,Subscription billed (annual upfront),2100,0.00,574875.00
JE-2024-04-02,2024-04,2024-04-invoice,invoice,Services revenue recognized (% complete),1200,114750.00,0.00
JE-2024-04-02,2024-04,2024-04-invoice,invoice,Services revenue recognized (% complete),4100,0.00,114750.00
JE-2024-04-03,2024-04,2024-04-invoice,invoice,Services billed,1100,73250.00,0.00
JE-2024-04-03,2024-04,2024-04-invoice,invoice,Services billed,1200,0.00,73250.00
JE-2024-04-04,2024-04,2024-04-invoice,invoice,Customer collections,1000,572584.59,0.00
JE-2024-04-04,2024-04,2024-04-invoice,invoice,Customer collections,1100,0.00,572584.59
JE-2024-04-05,2024-04,2024-04-payroll,payroll,Payroll,5000,90375.00,0.00
JE-2024-04-05,2024-04,2024-04-payroll,payroll,Payroll,6000,410516.67,0.00
JE-2024-04-05,2024-04,2024-04-payroll,payroll,Payroll,1000,0.00,500891.67
JE-2024-04-06,2024-04,2024-04-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,99863.67,0.00
JE-2024-04-06,2024-04,2024-04-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,110196.17,0.00
JE-2024-04-06,2024-04,2024-04-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,74680.67,0.00
JE-2024-04-06,2024-04,2024-04-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,16800.00,0.00
JE-2024-04-06,2024-04,2024-04-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,13986.00,0.00
JE-2024-04-06,2024-04,2024-04-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,8400.00,0.00
JE-2024-04-06,2024-04,2024-04-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,11214.00,0.00
JE-2024-04-06,2024-04,2024-04-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,19614.00,0.00
JE-2024-04-06,2024-04,2024-04-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,5334.33,0.00
JE-2024-04-06,2024-04,2024-04-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,360088.83
JE-2024-04-07,2024-04,2024-04-ap_bill,ap_bill,AP payments,2000,348754.76,0.00
JE-2024-04-07,2024-04,2024-04-ap_bill,ap_bill,AP payments,1000,0.00,348754.76
JE-2024-04-08,2024-04,2024-04-depreciation,depreciation,Depreciation & amortization,6900,15649.67,0.00
JE-2024-04-08,2024-04,2024-04-depreciation,depreciation,Depreciation & amortization,1500,0.00,15649.67
JE-2024-04-09,2024-04,2024-04-manual,manual,Stock-based compensation (ASC 718),6950,161765.69,0.00
JE-2024-04-09,2024-04,2024-04-manual,manual,Stock-based compensation (ASC 718),3000,0.00,161765.69
JE-2024-04-10,2024-04,2024-04-manual,manual,Operating lease (ASC 842),1600,11000.00,0.00
JE-2024-04-10,2024-04,2024-04-manual,manual,Operating lease (ASC 842),2200,0.00,11000.00
JE-2024-04-11,2024-04,2024-04-manual,manual,Capital expenditures,1500,15660.00,0.00
JE-2024-04-11,2024-04,2024-04-manual,manual,Capital expenditures,1000,0.00,15660.00
JE-2024-04-12,2024-04,2024-04-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,7445.40,0.00
JE-2024-04-12,2024-04,2024-04-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,7445.40
JE-2024-04-13,2024-04,2024-04-manual,manual,Interest income,1000,20710.44,0.00
JE-2024-04-13,2024-04,2024-04-manual,manual,Interest income,7000,0.00,20710.44
JE-2024-05-00,2024-05,2024-05-invoice,invoice,Subscription revenue recognized,2100,444012.50,0.00
JE-2024-05-00,2024-05,2024-05-invoice,invoice,Subscription revenue recognized,4000,0.00,444012.50
JE-2024-05-01,2024-05,2024-05-invoice,invoice,Subscription billed (annual upfront),1100,360312.50,0.00
JE-2024-05-01,2024-05,2024-05-invoice,invoice,Subscription billed (annual upfront),2100,0.00,360312.50
JE-2024-05-02,2024-05,2024-05-invoice,invoice,Services revenue recognized (% complete),1200,120250.00,0.00
JE-2024-05-02,2024-05,2024-05-invoice,invoice,Services revenue recognized (% complete),4100,0.00,120250.00
JE-2024-05-03,2024-05,2024-05-invoice,invoice,Services billed,1100,114750.00,0.00
JE-2024-05-03,2024-05,2024-05-invoice,invoice,Services billed,1200,0.00,114750.00
JE-2024-05-04,2024-05,2024-05-invoice,invoice,Customer collections,1000,480945.79,0.00
JE-2024-05-04,2024-05,2024-05-invoice,invoice,Customer collections,1100,0.00,480945.79
JE-2024-05-05,2024-05,2024-05-payroll,payroll,Payroll,5000,97841.67,0.00
JE-2024-05-05,2024-05,2024-05-payroll,payroll,Payroll,6000,442591.67,0.00
JE-2024-05-05,2024-05,2024-05-payroll,payroll,Payroll,1000,0.00,540433.33
JE-2024-05-06,2024-05,2024-05-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,105544.63,0.00
JE-2024-05-06,2024-05,2024-05-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,118895.33,0.00
JE-2024-05-06,2024-05,2024-05-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,78996.75,0.00
JE-2024-05-06,2024-05,2024-05-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,18400.00,0.00
JE-2024-05-06,2024-05,2024-05-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,15318.00,0.00
JE-2024-05-06,2024-05,2024-05-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,9200.00,0.00
JE-2024-05-06,2024-05,2024-05-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,12282.00,0.00
JE-2024-05-06,2024-05,2024-05-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,21482.00,0.00
JE-2024-05-06,2024-05,2024-05-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,5642.63,0.00
JE-2024-05-06,2024-05,2024-05-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,385761.33
JE-2024-05-07,2024-05,2024-05-ap_bill,ap_bill,AP payments,2000,373896.73,0.00
JE-2024-05-07,2024-05,2024-05-ap_bill,ap_bill,AP payments,1000,0.00,373896.73
JE-2024-05-08,2024-05,2024-05-depreciation,depreciation,Depreciation & amortization,6900,16802.33,0.00
JE-2024-05-08,2024-05,2024-05-depreciation,depreciation,Depreciation & amortization,1500,0.00,16802.33
JE-2024-05-09,2024-05,2024-05-manual,manual,Stock-based compensation (ASC 718),6950,174783.27,0.00
JE-2024-05-09,2024-05,2024-05-manual,manual,Stock-based compensation (ASC 718),3000,0.00,174783.27
JE-2024-05-10,2024-05,2024-05-manual,manual,Operating lease (ASC 842),1600,46000.00,0.00
JE-2024-05-10,2024-05,2024-05-manual,manual,Operating lease (ASC 842),2200,0.00,46000.00
JE-2024-05-11,2024-05,2024-05-manual,manual,Capital expenditures,1500,34580.00,0.00
JE-2024-05-11,2024-05,2024-05-manual,manual,Capital expenditures,1000,0.00,34580.00
JE-2024-05-12,2024-05,2024-05-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,9725.29,0.00
JE-2024-05-12,2024-05,2024-05-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,9725.29
JE-2024-05-13,2024-05,2024-05-manual,manual,Interest income,1000,19778.91,0.00
JE-2024-05-13,2024-05,2024-05-manual,manual,Interest income,7000,0.00,19778.91
JE-2024-06-00,2024-06,2024-06-invoice,invoice,Subscription revenue recognized,2100,459450.00,0.00
JE-2024-06-00,2024-06,2024-06-invoice,invoice,Subscription revenue recognized,4000,0.00,459450.00
JE-2024-06-01,2024-06,2024-06-invoice,invoice,Subscription billed (annual upfront),1100,283550.00,0.00
JE-2024-06-01,2024-06,2024-06-invoice,invoice,Subscription billed (annual upfront),2100,0.00,283550.00
JE-2024-06-02,2024-06,2024-06-invoice,invoice,Services revenue recognized (% complete),1200,134250.00,0.00
JE-2024-06-02,2024-06,2024-06-invoice,invoice,Services revenue recognized (% complete),4100,0.00,134250.00
JE-2024-06-03,2024-06,2024-06-invoice,invoice,Services billed,1100,120250.00,0.00
JE-2024-06-03,2024-06,2024-06-invoice,invoice,Services billed,1200,0.00,120250.00
JE-2024-06-04,2024-06,2024-06-invoice,invoice,Customer collections,1000,425293.77,0.00
JE-2024-06-04,2024-06,2024-06-invoice,invoice,Customer collections,1100,0.00,425293.77
JE-2024-06-05,2024-06,2024-06-payroll,payroll,Payroll,5000,102716.67,0.00
JE-2024-06-05,2024-06,2024-06-payroll,payroll,Payroll,6000,448575.00,0.00
JE-2024-06-05,2024-06,2024-06-payroll,payroll,Payroll,1000,0.00,551291.67
JE-2024-06-06,2024-06,2024-06-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,111669.00,0.00
JE-2024-06-06,2024-06,2024-06-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,121284.17,0.00
JE-2024-06-06,2024-06,2024-06-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,83118.00,0.00
JE-2024-06-06,2024-06,2024-06-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,19200.00,0.00
JE-2024-06-06,2024-06,2024-06-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,15984.00,0.00
JE-2024-06-06,2024-06,2024-06-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,9600.00,0.00
JE-2024-06-06,2024-06,2024-06-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,12816.00,0.00
JE-2024-06-06,2024-06,2024-06-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,22416.00,0.00
JE-2024-06-06,2024-06,2024-06-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,5937.00,0.00
JE-2024-06-06,2024-06,2024-06-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,402024.17
JE-2024-06-07,2024-06,2024-06-ap_bill,ap_bill,AP payments,2000,391441.09,0.00
JE-2024-06-07,2024-06,2024-06-ap_bill,ap_bill,AP payments,1000,0.00,391441.09
JE-2024-06-08,2024-06,2024-06-depreciation,depreciation,Depreciation & amortization,6900,17570.33,0.00
JE-2024-06-08,2024-06,2024-06-depreciation,depreciation,Depreciation & amortization,1500,0.00,17570.33
JE-2024-06-09,2024-06,2024-06-manual,manual,Stock-based compensation (ASC 718),6950,177157.53,0.00
JE-2024-06-09,2024-06,2024-06-manual,manual,Stock-based compensation (ASC 718),3000,0.00,177157.53
JE-2024-06-10,2024-06,2024-06-manual,manual,Operating lease (ASC 842),1600,23000.00,0.00
JE-2024-06-10,2024-06,2024-06-manual,manual,Operating lease (ASC 842),2200,0.00,23000.00
JE-2024-06-11,2024-06,2024-06-manual,manual,Capital expenditures,1500,23040.00,0.00
JE-2024-06-11,2024-06,2024-06-manual,manual,Capital expenditures,1000,0.00,23040.00
JE-2024-06-12,2024-06,2024-06-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,8705.65,0.00
JE-2024-06-12,2024-06,2024-06-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,8705.65
JE-2024-06-13,2024-06,2024-06-manual,manual,Interest income,1000,18252.54,0.00
JE-2024-06-13,2024-06,2024-06-manual,manual,Interest income,7000,0.00,18252.54
JE-2024-07-00,2024-07,2024-07-invoice,invoice,Subscription revenue recognized,2100,483512.50,0.00
JE-2024-07-00,2024-07,2024-07-invoice,invoice,Subscription revenue recognized,4000,0.00,483512.50
JE-2024-07-01,2024-07,2024-07-invoice,invoice,Subscription billed (annual upfront),1100,396333.33,0.00
JE-2024-07-01,2024-07,2024-07-invoice,invoice,Subscription billed (annual upfront),2100,0.00,396333.33
JE-2024-07-02,2024-07,2024-07-invoice,invoice,Services revenue recognized (% complete),1200,109000.00,0.00
JE-2024-07-02,2024-07,2024-07-invoice,invoice,Services revenue recognized (% complete),4100,0.00,109000.00
JE-2024-07-03,2024-07,2024-07-invoice,invoice,Services billed,1100,134250.00,0.00
JE-2024-07-03,2024-07,2024-07-invoice,invoice,Services billed,1200,0.00,134250.00
JE-2024-07-04,2024-07,2024-07-invoice,invoice,Customer collections,1000,519140.33,0.00
JE-2024-07-04,2024-07,2024-07-invoice,invoice,Customer collections,1100,0.00,519140.33
JE-2024-07-05,2024-07,2024-07-payroll,payroll,Payroll,5000,102716.67,0.00
JE-2024-07-05,2024-07,2024-07-payroll,payroll,Payroll,6000,460183.33,0.00
JE-2024-07-05,2024-07,2024-07-payroll,payroll,Payroll,1000,0.00,562900.00
JE-2024-07-06,2024-07,2024-07-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,109447.13,0.00
JE-2024-07-06,2024-07,2024-07-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6100,123838.00,0.00
JE-2024-07-06,2024-07,2024-07-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6200,82951.75,0.00
JE-2024-07-06,2024-07,2024-07-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6300,19600.00,0.00
JE-2024-07-06,2024-07,2024-07-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6400,16317.00,0.00
JE-2024-07-06,2024-07,2024-07-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6500,9800.00,0.00
JE-2024-07-06,2024-07,2024-07-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6600,13083.00,0.00
JE-2024-07-06,2024-07,2024-07-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6700,22883.00,0.00
JE-2024-07-06,2024-07,2024-07-ap_bill,ap_bill,Vendor bills (CoR + OpEx),6800,5925.13,0.00
JE-2024-07-06,2024-07,2024-07-ap_bill,ap_bill,Vendor bills (CoR + OpEx),2000,0.00,403845.00
JE-2024-07-07,2024-07,2024-07-ap_bill,ap_bill,AP payments,2000,396029.10,0.00
JE-2024-07-07,2024-07,2024-07-ap_bill,ap_bill,AP payments,1000,0.00,396029.10
JE-2024-07-08,2024-07,2024-07-depreciation,depreciation,Depreciation & amortization,6900,18146.00,0.00
JE-2024-07-08,2024-07,2024-07-depreciation,depreciation,Depreciation & amortization,1500,0.00,18146.00
JE-2024-07-09,2024-07,2024-07-manual,manual,Stock-based compensation (ASC 718),6950,181626.74,0.00
JE-2024-07-09,2024-07,2024-07-manual,manual,Stock-based compensation (ASC 718),3000,0.00,181626.74
JE-2024-07-10,2024-07,2024-07-manual,manual,Operating lease (ASC 842),1600,12000.00,0.00
JE-2024-07-10,2024-07,2024-07-manual,manual,Operating lease (ASC 842),2200,0.00,12000.00
JE-2024-07-11,2024-07,2024-07-manual,manual,Capital expenditures,1500,17270.00,0.00
JE-2024-07-11,2024-07,2024-07-manual,manual,Capital expenditures,1000,0.00,17270.00
JE-2024-07-12,2024-07,2024-07-prepaid_amort,prepaid_amort,Prepaid expense movement,1300,6977.81,0.00
JE-2024-07-12,2024-07,2024-07-prepaid_amort,prepaid_amort,Prepaid expense movement,1000,0.00,6977.81
JE-2024-07-13,2024-07,2024-07-manual,manual,Interest income,1000,16482.77,0.00
JE-2024-07-13,2024-07,2024-07-manual,manual,Interest income,7000,0.00,16482.77
JE-2024-08-00,2024-08,2024-08-invoice,invoice,Subscription revenue recognized,2100,497029.17,0.00
JE-2024-08-00,2024-08,2024-08-invoice,invoice,Subscription revenue recognized,4000,0.00,497029.17
JE-2024-08-01,2024-08,2024-08-invoice,invoice,Subscription billed (annual upfront),1100,256583.33,0.00
JE-2024-08-01,2024-08,2024-08-invoice,invoice,Subscription billed (annual upfront),2100,0.00,256583.33
JE-2024-08-02,2024-08,2024-08-invoice,invoice,Services revenue recognized (% complete),1200,67000.00,0.00
JE-2024-08-02,2024-08,2024-08-invoice,invoice,Services revenue recognized (% complete),4100,0.00,67000.00
JE-2024-08-03,2024-08,2024-08-invoice,invoice,Services billed,1100,109000.00,0.00
JE-2024-08-03,2024-08,2024-08-invoice,invoice,Services billed,1200,0.00,109000.00
JE-2024-08-04,2024-08,2024-08-invoice,invoice,Customer collections,1000,387514.78,0.00
JE-2024-08-04,2024-08,2024-08-invoice,invoice,Customer collections,1100,0.00,387514.78
JE-2024-08-05,2024-08,2024-08-payroll,payroll,Payroll,5000,102716.67,0.00
JE-2024-08-05,2024-08,2024-08-payroll,payroll,Payroll,6000,487508.33,0.00
JE-2024-08-05,2024-08,2024-08-payroll,payroll,Payroll,1000,0.00,590225.00
JE-2024-08-06,2024-08,2024-08-ap_bill,ap_bill,Vendor bills (CoR + OpEx),5100,101244.96,0.00
