contract_id,customer_id,customer_name,tier,period,recognized,deferred,arr
C-sub-init-3,sub-init-3,Cedar Security,growth,2024-09,14179.17,155970.83,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2024-10,14179.17,141791.67,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2024-11,14179.17,127612.50,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2024-12,14179.17,113433.33,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-01,14179.17,99254.17,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-02,14179.17,85075.00,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-03,14179.17,70895.83,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-04,14179.17,56716.67,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-05,14179.17,42537.50,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-06,14179.17,28358.33,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-07,14179.17,14179.17,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-08,14179.17,0.00,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-09,14179.17,155970.83,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-10,14179.17,141791.67,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-11,14179.17,127612.50,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2025-12,14179.17,113433.33,170150.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2026-01,15170.83,106195.83,182050.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2026-02,15170.83,91025.00,182050.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2026-03,15170.83,75854.17,182050.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2026-04,15170.83,60683.33,182050.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2026-05,15170.83,45512.50,182050.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2026-06,15170.83,30341.67,182050.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2026-07,15170.83,15170.83,182050.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2026-08,15170.83,0.00,182050.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2026-09,15170.83,166879.17,182050.00
C-sub-init-3,sub-init-3,Cedar Security,growth,2026-10,15170.83,151708.33,182050.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-01,3758.33,22550.00,45100.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-02,3758.33,18791.67,45100.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-03,3758.33,15033.33,45100.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-04,3758.33,11275.00,45100.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-05,3758.33,7516.67,45100.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-06,3758.33,3758.33,45100.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-07,3758.33,-0.00,45100.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-08,4554.17,50095.83,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-09,4554.17,45541.67,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-10,4554.17,40987.50,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-11,4554.17,36433.33,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2024-12,4554.17,31879.17,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-01,4554.17,27325.00,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-02,4554.17,22770.83,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-03,4554.17,18216.67,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-04,4554.17,13662.50,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-05,4554.17,9108.33,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-06,4554.17,4554.17,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-07,4554.17,0.00,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-08,4554.17,50095.83,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-09,4554.17,45541.67,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-10,4554.17,40987.50,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-11,4554.17,36433.33,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2025-12,4554.17,31879.17,54650.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-01,4875.00,29250.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-02,4875.00,24375.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-03,4875.00,19500.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-04,4875.00,14625.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-05,4875.00,9750.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-06,4875.00,4875.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-07,4875.00,0.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-08,4875.00,53625.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-09,4875.00,48750.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-10,4875.00,43875.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-11,4875.00,39000.00,58500.00
C-sub-init-4,sub-init-4,Mariner Analytics,starter,2026-12,4875.00,34125.00,58500.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-01,4770.83,23854.17,57250.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-02,4770.83,19083.33,57250.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-03,4770.83,14312.50,57250.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-04,6179.17,12358.33,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-05,6179.17,6179.17,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-06,6179.17,0.00,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-07,6179.17,67970.83,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-08,6179.17,61791.67,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-09,6179.17,55612.50,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-10,6179.17,49433.33,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-11,6179.17,43254.17,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2024-12,6179.17,37075.00,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-01,6179.17,30895.83,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-02,6179.17,24716.67,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-03,6179.17,18537.50,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-04,6179.17,12358.33,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-05,6179.17,6179.17,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-06,6179.17,0.00,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-07,6179.17,67970.83,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-08,6179.17,61791.67,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-09,6179.17,55612.50,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-10,6179.17,49433.33,74150.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-11,6820.83,47745.83,81850.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2025-12,6820.83,40925.00,81850.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-01,7300.00,36500.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-02,7300.00,29200.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-03,7300.00,21900.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-04,7300.00,14600.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-05,7300.00,7300.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-06,7300.00,0.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-07,7300.00,80300.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-08,7300.00,73000.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-09,7300.00,65700.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-10,7300.00,58400.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-11,7300.00,51100.00,87600.00
C-sub-init-5,sub-init-5,Pinnacle Health AI,starter,2026-12,7300.00,43800.00,87600.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-01,4895.83,19583.33,58750.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-02,4895.83,14687.50,58750.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-03,4895.83,9791.67,58750.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-04,4895.83,4895.83,58750.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-05,4895.83,0.00,58750.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-06,4895.83,53854.17,58750.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-07,4895.83,48958.33,58750.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-08,4895.83,44062.50,58750.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-09,4895.83,39166.67,58750.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-10,6212.50,43487.50,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-11,6212.50,37275.00,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2024-12,6212.50,31062.50,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2025-01,6212.50,24850.00,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2025-02,6212.50,18637.50,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2025-03,6212.50,12425.00,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2025-04,6212.50,6212.50,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2025-05,6212.50,0.00,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2025-06,6212.50,68337.50,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2025-07,6212.50,62125.00,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2025-08,6212.50,55912.50,74550.00
C-sub-init-6,sub-init-6,Tensil,starter,2025-09,7920.83,63366.67,95050.00
C-sub-init-6,sub-init-6,Tensil,starter,2025-10,7920.83,55445.83,95050.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-01,3941.67,11825.00,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-02,3941.67,7883.33,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-03,3941.67,3941.67,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-04,3941.67,0.00,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-05,3941.67,43358.33,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-06,3941.67,39416.67,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-07,3941.67,35475.00,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-08,3941.67,31533.33,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-09,3941.67,27591.67,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-10,3941.67,23650.00,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-11,3941.67,19708.33,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2024-12,3941.67,15766.67,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-01,3941.67,11825.00,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-02,3941.67,7883.33,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-03,3941.67,3941.67,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-04,3941.67,0.00,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-05,3941.67,43358.33,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-06,3941.67,39416.67,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-07,3941.67,35475.00,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-08,3941.67,31533.33,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-09,3941.67,27591.67,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-10,3941.67,23650.00,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-11,3941.67,19708.33,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2025-12,3941.67,15766.67,47300.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-01,4216.67,12650.00,50600.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-02,4216.67,8433.33,50600.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-03,3708.33,3708.33,44500.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-04,3708.33,0.00,44500.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-05,3708.33,40791.67,44500.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-06,3708.33,37083.33,44500.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-07,3708.33,33375.00,44500.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-08,3708.33,29666.67,44500.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-09,3208.33,22458.33,38500.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-10,3208.33,19250.00,38500.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-11,3208.33,16041.67,38500.00
C-sub-init-7,sub-init-7,Nodeform,starter,2026-12,3208.33,12833.33,38500.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-01,4091.67,8183.33,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-02,4091.67,4091.67,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-03,4091.67,0.00,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-04,4091.67,45008.33,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-05,4091.67,40916.67,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-06,4091.67,36825.00,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-07,4091.67,32733.33,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-08,4091.67,28641.67,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-09,4091.67,24550.00,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-10,4091.67,20458.33,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-11,4091.67,16366.67,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2024-12,4091.67,12275.00,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-01,4091.67,8183.33,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-02,4091.67,4091.67,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-03,4091.67,0.00,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-04,4091.67,45008.33,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-05,4091.67,40916.67,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-06,4091.67,36825.00,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-07,4091.67,32733.33,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-08,4091.67,28641.67,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-09,4091.67,24550.00,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-10,4091.67,20458.33,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-11,4091.67,16366.67,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2025-12,4091.67,12275.00,49100.00
C-sub-init-8,sub-init-8,Quillstack,starter,2026-01,4379.17,8758.33,52550.00
C-sub-init-8,sub-init-8,Quillstack,starter,2026-02,4379.17,4379.17,52550.00
C-sub-init-8,sub-init-8,Quillstack,starter,2026-03,4379.17,0.00,52550.00
C-sub-init-8,sub-init-8,Quillstack,starter,2026-04,4379.17,48170.83,52550.00
